__v,_id,countyName,district.districtName,district.id
0,628b72947c37fd37a9fecef8,Oliveira de Frades,Viseu,6287ed41c2e026f9ee882829
0,628b729b7c37fd37a9fecefb,Penedono,Viseu,6287ed41c2e026f9ee882829
0,628b72a17c37fd37a9fecefe,Penalva do Castelo,Viseu,6287ed41c2e026f9ee882829
0,628b72a77c37fd37a9fecf01,Resende,Viseu,6287ed41c2e026f9ee882829
0,628b72ae7c37fd37a9fecf04,São João da Pesqueira,Viseu,6287ed41c2e026f9ee882829
0,628b72b57c37fd37a9fecf07,Santa Comba Dão,Viseu,6287ed41c2e026f9ee882829
0,628b72c07c37fd37a9fecf0a,São Pedro do Sul,Viseu,6287ed41c2e026f9ee882829
0,628b72c67c37fd37a9fecf0d,Sátão,Viseu,6287ed41c2e026f9ee882829
0,628b72cb7c37fd37a9fecf10,Sernancelhe,Viseu,6287ed41c2e026f9ee882829
0,628b72d27c37fd37a9fecf13,Tabuaço,Viseu,6287ed41c2e026f9ee882829
0,628b72d67c37fd37a9fecf16,Tarouca,Viseu,6287ed41c2e026f9ee882829
0,628b72da7c37fd37a9fecf19,Tondela,Viseu,6287ed41c2e026f9ee882829
0,628b72ee7c37fd37a9fecf1c,Vila Nova de Paiva,Viseu,6287ed41c2e026f9ee882829
0,628b72f57c37fd37a9fecf1f,Viseu,Viseu,6287ed41c2e026f9ee882829
0,628b73017c37fd37a9fecf22,Vouzela,Viseu,6287ed41c2e026f9ee882829
0,628b7500b04f80f7a4102cdd,Calheta,Madeira,6287ed51c2e026f9ee88282b
0,628b7508b04f80f7a4102ce0,Câmara de Lobos,Madeira,6287ed51c2e026f9ee88282b
0,628b750fb04f80f7a4102ce3,Funchal,Madeira,6287ed51c2e026f9ee88282b
0,628b7514b04f80f7a4102ce6,Machico,Madeira,6287ed51c2e026f9ee88282b
0,628b751ab04f80f7a4102ce9,Ponta do Sol,Madeira,6287ed51c2e026f9ee88282b
0,628b7522b04f80f7a4102cec,Porto Moniz,Madeira,6287ed51c2e026f9ee88282b
0,628b752ab04f80f7a4102cef,Porto Santo,Madeira,6287ed51c2e026f9ee88282b
0,628b7532b04f80f7a4102cf2,Ribeira Brava,Madeira,6287ed51c2e026f9ee88282b
0,628b753ab04f80f7a4102cf5,Santa Cruz,Madeira,6287ed51c2e026f9ee88282b
0,628b7579b04f80f7a4102d02,Vila do Porto,Ilha de Santa Maria,6287ed68c2e026f9ee88282f
0,628b75ecb04f80f7a4102d11,Lagoa,Ilha de São Miguel,6287ed75c2e026f9ee882831
0,628b75f6b04f80f7a4102d14,Nordeste,Ilha de São Miguel,6287ed75c2e026f9ee882831
0,628b7600b04f80f7a4102d17,Ponta Delgada,Ilha de São Miguel,6287ed75c2e026f9ee882831
0,628b760fb04f80f7a4102d1a,Povoação,Ilha de São Miguel,6287ed75c2e026f9ee882831
